user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_018238745_1_ASM1823874v1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp018238625	GCA_018238625.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp018238625	99.08	0.862	GCA_018238625.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp018238625	99.08	0.862	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_030612905.1, s__SOKP01 sp030612905, 95.0, 91.8, 0.568; GCA_030606095.1, s__SOKP01 sp030606095, 95.0, 91.35, 0.488; GCA_005222975.1, s__SOKP01 sp005222975, 95.0, 91.13, 0.509; GCA_029856105.1, s__SOKP01 sp029856105, 95.0, 90.94, 0.523; GCA_019057795.1, s__SOKP01 sp019057795, 95.0, 90.78, 0.561; GCA_030615145.1, s__SOKP01 sp030615145, 95.0, 90.34, 0.47	92.71	11	N/A	N/A
GCA_018238755_1_ASM1823875v1	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__WTCK01 sp018238375	GCA_018238375.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__WTCK01 sp018238375	99.47	0.767	GCA_018238375.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__WTCK01 sp018238375	99.47	0.767	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019057475.1, s__WTCK01 sp019057475, 95.0, 92.56, 0.561; GCA_030669595.1, s__WTCK01 sp030669595, 95.0, 91.37, 0.445; GCA_030612365.1, s__WTCK01 sp030612365, 95.0, 91.28, 0.449; GCA_023134215.1, s__WTCK01 sp023134215, 95.0, 89.64, 0.389; GCA_030642465.1, s__WTCK01 sp030642465, 95.0, 89.53, 0.238; GCA_013138615.1, s__WTCK01 sp013138615, 95.0, 89.26, 0.235	65.68	11	N/A	N/A
GCA_018238765_1_ASM1823876v1	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp018238825	GCA_018238825.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp018238825	98.3	0.784	GCA_018238825.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp018238825	98.3	0.784	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018238205.1, s__MP8T-1 sp018238205, 95.0, 93.41, 0.669; GCA_030612005.1, s__MP8T-1 sp030612005, 95.0, 90.36, 0.46	66.14	11	N/A	N/A
GCA_018238805_1_ASM1823880v1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp018238545	GCA_018238545.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp018238545	99.75	0.922	GCA_018238545.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp018238545	99.75	0.922	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_023705945.1, s__UBA460 sp023705945, 95.0, 89.42, 0.372; GCA_030668875.1, s__UBA460 sp030668875, 95.0, 88.82, 0.373; GCA_030611665.1, s__UBA460 sp030611665, 95.0, 88.45, 0.359; GCA_023705905.1, s__UBA460 sp023705905, 95.0, 86.46, 0.23	91.53	11	N/A	N/A
GCA_018238825_1_ASM1823882v1	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp018238825	GCA_018238825.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp018238825	100.0	1.0	GCA_018238825.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp018238825	100.0	1.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018238205.1, s__MP8T-1 sp018238205, 95.0, 92.98, 0.613; GCA_030612005.1, s__MP8T-1 sp030612005, 95.0, 89.81, 0.446	91.99	11	N/A	N/A
GCA_018238845_1_ASM1823884v1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp018238625	GCA_018238625.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp018238625	99.33	0.678	GCA_018238625.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp018238625	99.33	0.678	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_005222975.1, s__SOKP01 sp005222975, 95.0, 92.05, 0.331; GCA_030612905.1, s__SOKP01 sp030612905, 95.0, 91.58, 0.341; GCA_019057795.1, s__SOKP01 sp019057795, 95.0, 91.23, 0.383; GCA_029856105.1, s__SOKP01 sp029856105, 95.0, 91.15, 0.355; GCA_030606095.1, s__SOKP01 sp030606095, 95.0, 90.97, 0.267; GCA_030615145.1, s__SOKP01 sp030615145, 95.0, 90.67, 0.266	55.63	11	N/A	N/A
GCA_018238865_1_ASM1823886v1	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__WTCK01 sp018238375	GCA_018238375.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__WTCK01 sp018238375	99.2	0.876	GCA_018238375.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__WTCK01 sp018238375	99.2	0.876	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019057475.1, s__WTCK01 sp019057475, 95.0, 92.26, 0.669; GCA_030669595.1, s__WTCK01 sp030669595, 95.0, 91.32, 0.555; GCA_030612365.1, s__WTCK01 sp030612365, 95.0, 91.28, 0.538; GCA_023134215.1, s__WTCK01 sp023134215, 95.0, 89.78, 0.377; GCA_030642465.1, s__WTCK01 sp030642465, 95.0, 89.12, 0.302; GCA_013138615.1, s__WTCK01 sp013138615, 95.0, 88.77, 0.275	58.25	11	N/A	N/A
GCA_018238885_1_ASM1823888v1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp018238545	GCA_018238545.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp018238545	99.79	0.907	GCA_018238545.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__UBA460 sp018238545	99.79	0.907	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__UBA460;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_023705945.1, s__UBA460 sp023705945, 95.0, 89.86, 0.357; GCA_030668875.1, s__UBA460 sp030668875, 95.0, 88.95, 0.366; GCA_030611665.1, s__UBA460 sp030611665, 95.0, 88.72, 0.335; GCA_023705905.1, s__UBA460 sp023705905, 95.0, 87.29, 0.212	69.85	11	N/A	N/A
GCA_018238895_1_ASM1823889v1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp018238625	GCA_018238625.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp018238625	99.45	0.701	GCA_018238625.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp018238625	99.45	0.701	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_005222975.1, s__SOKP01 sp005222975, 95.0, 91.75, 0.344; GCA_019057795.1, s__SOKP01 sp019057795, 95.0, 91.32, 0.384; GCA_029856105.1, s__SOKP01 sp029856105, 95.0, 91.15, 0.352; GCA_030612905.1, s__SOKP01 sp030612905, 95.0, 90.97, 0.385; GCA_030606095.1, s__SOKP01 sp030606095, 95.0, 90.97, 0.328; GCA_030615145.1, s__SOKP01 sp030615145, 95.0, 90.73, 0.315	69.71	11	N/A	N/A
GCA_018238925_1_ASM1823892v1	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013138615.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__WTCK01 sp013138615	94.04	0.475	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_030642465.1, s__WTCK01 sp030642465, 95.0, 91.63, 0.504; GCA_019057475.1, s__WTCK01 sp019057475, 95.0, 91.05, 0.605; GCA_018238375.1, s__WTCK01 sp018238375, 95.0, 90.51, 0.45; GCA_030669595.1, s__WTCK01 sp030669595, 95.0, 90.45, 0.423; GCA_030612365.1, s__WTCK01 sp030612365, 95.0, 90.06, 0.429; GCA_023134215.1, s__WTCK01 sp023134215, 95.0, 89.66, 0.423	69.56	11	0.99144	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_018238935_1_ASM1823893v1	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp018238825	GCA_018238825.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp018238825	98.42	0.804	GCA_018238825.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp018238825	98.42	0.804	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018238205.1, s__MP8T-1 sp018238205, 95.0, 93.04, 0.604; GCA_030612005.1, s__MP8T-1 sp030612005, 95.0, 89.55, 0.411	66.22	11	N/A	N/A
GCA_018238965_1_ASM1823896v1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__MK-D1;g__Harpocratesius;s__Harpocratesius sp018238965	GCA_018238965.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__MK-D1;g__Harpocratesius;s__Harpocratesius sp018238965	100.0	0.999	GCA_018238965.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__MK-D1;g__Harpocratesius;s__Harpocratesius sp018238965	100.0	0.999	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__MK-D1;g__Harpocratesius;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	80.76	11	N/A	N/A
GCA_018238985_1_ASM1823898v1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp018238625	GCA_018238625.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp018238625	97.85	0.786	GCA_018238625.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp018238625	97.85	0.786	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_030612905.1, s__SOKP01 sp030612905, 95.0, 93.16, 0.421; GCA_005222975.1, s__SOKP01 sp005222975, 95.0, 93.0, 0.463; GCA_019057795.1, s__SOKP01 sp019057795, 95.0, 92.77, 0.536; GCA_029856105.1, s__SOKP01 sp029856105, 95.0, 92.54, 0.499; GCA_030615145.1, s__SOKP01 sp030615145, 95.0, 92.49, 0.35; GCA_030606095.1, s__SOKP01 sp030606095, 95.0, 91.93, 0.333	64.67	11	N/A	N/A
GCA_018239005_1_ASM1823900v1	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_013138615.1, s__WTCK01 sp013138615, 95.0, 93.38, 0.394; GCA_018238375.1, s__WTCK01 sp018238375, 95.0, 92.14, 0.477; GCA_019057475.1, s__WTCK01 sp019057475, 95.0, 91.17, 0.53; GCA_030642465.1, s__WTCK01 sp030642465, 95.0, 90.97, 0.348; GCA_030669595.1, s__WTCK01 sp030669595, 95.0, 90.67, 0.354; GCA_030612365.1, s__WTCK01 sp030612365, 95.0, 90.62, 0.366; GCA_023134215.1, s__WTCK01 sp023134215, 95.0, 88.49, 0.238	55.68	11	0.98189	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_018239015_1_ASM1823901v1	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp018238825	GCA_018238825.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp018238825	98.6	0.768	GCA_018238825.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp018238825	98.6	0.768	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018238205.1, s__MP8T-1 sp018238205, 95.0, 93.02, 0.602; GCA_030612005.1, s__MP8T-1 sp030612005, 95.0, 89.78, 0.406	86.7	11	N/A	N/A
GCA_018335335_1_ASM1833533v1	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WJIL01;s__WJIL01 sp018335335	GCA_018335335.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WJIL01;s__WJIL01 sp018335335	100.0	1.0	GCA_018335335.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WJIL01;s__WJIL01 sp018335335	100.0	1.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WJIL01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_014730275.1, s__WJIL01 sp014730275, 95.0, 89.51, 0.578	90.35	11	N/A	N/A
GCA_018623815_1_ASM1862381v1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__Kariarchaeum;s__Kariarchaeum pelagium	GCA_002728275.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__Kariarchaeum;s__Kariarchaeum pelagium	96.28	0.801	GCA_002728275.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__Kariarchaeum;s__Kariarchaeum pelagium	96.28	0.801	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__Kariarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	74.91	11	N/A	N/A
GCA_019057385_1_ASM1905738v1	d__Archaea;p__Asgardarchaeota;c__Sifarchaeia;o__Borrarchaeales;f__Borrarchaeaceae;g__Borrarchaeum;s__Borrarchaeum weybense	GCA_019057385.1	95.0	d__Archaea;p__Asgardarchaeota;c__Sifarchaeia;o__Borrarchaeales;f__Borrarchaeaceae;g__Borrarchaeum;s__Borrarchaeum weybense	100.0	1.0	GCA_019057385.1	95.0	d__Archaea;p__Asgardarchaeota;c__Sifarchaeia;o__Borrarchaeales;f__Borrarchaeaceae;g__Borrarchaeum;s__Borrarchaeum weybense	100.0	1.0	d__Archaea;p__Asgardarchaeota;c__Sifarchaeia;o__Borrarchaeales;f__Borrarchaeaceae;g__Borrarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_016840515.1, s__Borrarchaeum yapensis, 95.0, 90.93, 0.535	93.24	11	N/A	N/A
GCA_019057735_1_ASM1905773v1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	N/A	N/A	N/A	N/A	N/A	GCA_004375715.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp004375715	91.82	0.405	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_030599585.1, s__SOKP01 sp030599585, 95.0, 91.19, 0.495; GCA_029856125.1, s__SOKP01 sp029856125, 95.0, 89.58, 0.389; GCA_019894855.1, s__SOKP01 sp019894855, 95.0, 89.08, 0.398; GCA_035530895.1, s__SOKP01 sp035530895, 95.0, 87.94, 0.281; GCA_030615235.1, s__SOKP01 sp030615235, 95.0, 87.91, 0.268; GCA_019894885.1, s__SOKP01 sp019894885, 95.0, 87.4, 0.224	72.81	11	0.99539	N/A
GCA_019057745_1_ASM1905774v1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	N/A	N/A	N/A	N/A	N/A	GCA_030612905.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp030612905	93.5	0.571	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_005222975.1, s__SOKP01 sp005222975, 95.0, 93.94, 0.622; GCA_019057795.1, s__SOKP01 sp019057795, 95.0, 93.81, 0.741; GCA_030615145.1, s__SOKP01 sp030615145, 95.0, 92.83, 0.469; GCA_029856105.1, s__SOKP01 sp029856105, 95.0, 92.66, 0.605; GCA_018238625.1, s__SOKP01 sp018238625, 95.0, 92.29, 0.616; GCA_030606095.1, s__SOKP01 sp030606095, 95.0, 91.93, 0.426	56.3	11	0.98806	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_019057775_1_ASM1905777v1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__	taxonomic classification fully defined by topology	N/A	N/A	86.47	11	0.92267	N/A
GCA_019057795_1_ASM1905779v1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp019057795	GCA_019057795.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp019057795	99.99	1.0	GCA_019057795.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp019057795	99.99	1.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_005222975.1, s__SOKP01 sp005222975, 95.0, 93.38, 0.642; GCA_030615145.1, s__SOKP01 sp030615145, 95.0, 93.27, 0.627; GCA_030612905.1, s__SOKP01 sp030612905, 95.0, 92.75, 0.588; GCA_030606095.1, s__SOKP01 sp030606095, 95.0, 91.74, 0.543; GCA_029856105.1, s__SOKP01 sp029856105, 95.0, 91.53, 0.604; GCA_018238625.1, s__SOKP01 sp018238625, 95.0, 90.01, 0.519	90.91	11	N/A	N/A
GCA_019057815_1_ASM1905781v1	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__18H4-34;s__18H4-34 sp019057815	GCA_019057815.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__18H4-34;s__18H4-34 sp019057815	100.0	0.999	GCA_019057815.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__18H4-34;s__18H4-34 sp019057815	100.0	0.999	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Heimdallarchaeaceae;g__18H4-34;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_023705985.1, s__18H4-34 sp023705985, 95.0, 92.82, 0.642	95.37	11	N/A	N/A
GCA_019057835_1_ASM1905783v1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__LW40-45;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__;s__	taxonomic novelty determined using RED	N/A	N/A	75.09	11	0.91499	N/A
GCA_019057855_1_ASM1905785v1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp005223125	GCA_005223125.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp005223125	98.87	0.551	GCA_005223125.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp005223125	98.87	0.551	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	69.03	11	N/A	N/A
GCA_019057865_1_ASM1905786v1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp019057865	GCA_019057865.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp019057865	99.99	1.0	GCA_019057865.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__Loki-b32 sp019057865	99.99	1.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__Loki-b32;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_016839585.1, s__Loki-b32 sp016839585, 95.0, 93.03, 0.62	86.07	11	N/A	N/A
GCA_019057895_1_ASM1905789v1	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	N/A	N/A	N/A	N/A	N/A	GCA_005222975.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__SOKP01 sp005222975	98.48	0.484	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__SOKP01;g__SOKP01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_019057795.1, s__SOKP01 sp019057795, 95.0, 94.4, 0.486; GCA_030615145.1, s__SOKP01 sp030615145, 95.0, 94.33, 0.379; GCA_029856105.1, s__SOKP01 sp029856105, 95.0, 93.4, 0.411; GCA_030606095.1, s__SOKP01 sp030606095, 95.0, 93.26, 0.333; GCA_030612905.1, s__SOKP01 sp030612905, 95.0, 92.38, 0.366; GCA_018238625.1, s__SOKP01 sp018238625, 95.0, 92.16, 0.414	63.79	11	0.99686	N/A
